YEAR,MONTH,DATE,SITE,TRANSECT,QUAD,SIDE,SUBSTRATE_TYPE,PERCENT_COVER
2010,7,2010-07-29,SCTW,2,20,I,BS,0
2010,7,2010-07-29,SCTW,2,20,O,BS,5
2010,7,2010-07-29,SCTW,2,40,I,BS,0
2010,7,2010-07-29,SCTW,2,40,O,BS,0
2010,7,2010-07-29,SCTW,3,20,I,BS,0
2010,7,2010-07-29,SCTW,3,20,O,BS,0
2010,7,2010-07-29,SCTW,3,40,I,BS,0
2010,7,2010-07-29,SCTW,3,40,O,BS,0
2011,7,2011-07-18,CARP,1,20,I,BS,0
2011,7,2011-07-18,CARP,1,20,O,BS,0
2011,7,2011-07-18,CARP,1,40,I,BS,0
2011,7,2011-07-18,CARP,1,40,O,BS,0
2011,7,2011-07-18,CARP,2,20,I,BS,0
2011,7,2011-07-18,CARP,2,20,O,BS,0
2011,7,2011-07-18,CARP,2,40,I,BS,0
2011,7,2011-07-18,CARP,2,40,O,BS,0
2011,7,2011-07-18,CARP,3,20,I,BS,0
2011,7,2011-07-18,CARP,3,20,O,BS,0
2011,7,2011-07-18,CARP,3,40,I,BS,0
2011,7,2011-07-18,CARP,3,40,O,BS,0
2011,7,2011-07-18,CARP,4,20,I,BS,0
2011,7,2011-07-18,CARP,4,20,O,BS,0
2011,7,2011-07-18,CARP,4,40,I,BS,0
2011,7,2011-07-18,CARP,4,40,O,BS,0
2011,7,2011-07-18,CARP,5,20,I,BS,0
2011,7,2011-07-18,CARP,5,20,O,BS,0
2011,7,2011-07-18,CARP,5,40,I,BS,5
2011,7,2011-07-18,CARP,5,40,O,BS,5
2011,7,2011-07-18,CARP,7,20,I,BS,0
2011,7,2011-07-18,CARP,7,20,O,BS,0
2011,7,2011-07-18,CARP,7,40,I,BS,0
2011,7,2011-07-18,CARP,7,40,O,BS,0
2011,7,2011-07-18,CARP,8,20,I,BS,5
2011,7,2011-07-18,CARP,8,20,O,BS,0
2011,7,2011-07-18,CARP,8,40,I,BS,0
2011,7,2011-07-18,CARP,8,40,O,BS,0
2011,7,2011-07-19,NAPL,1,20,I,BS,0
2011,7,2011-07-19,NAPL,1,20,O,BS,0
2011,7,2011-07-19,NAPL,1,40,I,BS,0
2011,7,2011-07-19,NAPL,1,40,O,BS,0
2011,7,2011-07-19,NAPL,2,20,I,BS,0
2011,7,2011-07-19,NAPL,2,20,O,BS,0
2011,7,2011-07-19,NAPL,2,40,I,BS,0
2011,7,2011-07-19,NAPL,2,40,O,BS,0
2011,7,2011-07-19,NAPL,3,20,I,BS,0
2011,7,2011-07-19,NAPL,3,20,O,BS,0
2011,7,2011-07-19,NAPL,3,40,I,BS,0
2011,7,2011-07-19,NAPL,3,40,O,BS,0
2011,7,2011-07-19,NAPL,4,20,I,BS,10
2011,7,2011-07-19,NAPL,4,20,O,BS,0
2011,7,2011-07-19,NAPL,4,40,I,BS,0
2011,7,2011-07-19,NAPL,4,40,O,BS,0
2011,7,2011-07-19,NAPL,5,20,I,BS,0
2011,7,2011-07-19,NAPL,5,20,O,BS,0
2011,7,2011-07-19,NAPL,5,40,I,BS,0
2011,7,2011-07-19,NAPL,5,40,O,BS,0
2011,7,2011-07-19,NAPL,6,20,I,BS,0
2011,7,2011-07-19,NAPL,6,20,O,BS,0
2011,7,2011-07-19,NAPL,6,40,I,BS,0
2011,7,2011-07-19,NAPL,6,40,O,BS,0
2011,7,2011-07-20,ABUR,1,20,I,BS,0
2011,7,2011-07-20,ABUR,1,20,O,BS,0
2011,7,2011-07-20,ABUR,1,40,I,BS,0
2011,7,2011-07-20,ABUR,1,40,O,BS,0
2011,7,2011-07-20,ABUR,2,20,I,BS,0
2011,7,2011-07-20,ABUR,2,20,O,BS,0
2011,7,2011-07-20,ABUR,2,40,I,BS,0
2011,7,2011-07-20,ABUR,2,40,O,BS,0
2011,7,2011-07-20,MOHK,1,20,I,BS,0
2011,7,2011-07-20,MOHK,1,20,O,BS,0
2011,7,2011-07-20,MOHK,1,40,I,BS,0
2011,7,2011-07-20,MOHK,1,40,O,BS,0
2011,7,2011-07-20,MOHK,2,20,I,BS,0
2011,7,2011-07-20,MOHK,2,20,O,BS,0
2011,7,2011-07-20,MOHK,2,40,I,BS,0
2011,7,2011-07-20,MOHK,2,40,O,BS,0
2011,7,2011-07-21,AQUE,4,20,I,BS,0
2011,7,2011-07-21,AQUE,4,20,O,BS,0
2011,7,2011-07-21,AQUE,4,40,I,BS,0
2011,7,2011-07-21,AQUE,4,40,O,BS,0
2011,7,2011-07-21,AQUE,5,20,I,BS,0
2011,7,2011-07-21,AQUE,5,20,O,BS,0
2011,7,2011-07-21,AQUE,5,40,I,BS,0
2011,7,2011-07-21,AQUE,5,40,O,BS,0
2011,7,2011-07-21,NAPL,7,20,I,BS,0
2011,7,2011-07-21,NAPL,7,20,O,BS,0
2011,7,2011-07-21,NAPL,7,40,I,BS,0
2011,7,2011-07-21,NAPL,7,40,O,BS,0
2011,7,2011-07-21,NAPL,8,20,I,BS,0
2011,7,2011-07-21,NAPL,8,20,O,BS,0
2011,7,2011-07-21,NAPL,8,40,I,BS,0
2011,7,2011-07-21,NAPL,8,40,O,BS,0
2011,7,2011-07-22,AQUE,1,20,I,BS,0
2011,7,2011-07-22,AQUE,1,20,O,BS,0
2011,7,2011-07-22,AQUE,1,40,I,BS,0
2011,7,2011-07-22,AQUE,1,40,O,BS,0
2011,7,2011-07-22,AQUE,2,20,I,BS,0
2011,7,2011-07-22,AQUE,2,20,O,BS,0
2011,7,2011-07-22,AQUE,2,40,I,BS,0
2011,7,2011-07-22,AQUE,2,40,O,BS,0
2011,7,2011-07-22,AQUE,6,20,I,BS,0
2011,7,2011-07-22,AQUE,6,20,O,BS,0
2011,7,2011-07-22,AQUE,6,40,I,BS,0
2011,7,2011-07-22,AQUE,6,40,O,BS,0
2011,7,2011-07-22,CARP,6,20,I,BS,0
2011,7,2011-07-22,CARP,6,20,O,BS,5
2011,7,2011-07-22,CARP,6,40,I,BS,5
2011,7,2011-07-22,CARP,6,40,O,BS,0
2011,7,2011-07-25,AHND,1,20,I,BS,0
2011,7,2011-07-25,AHND,1,20,O,BS,0
2011,7,2011-07-25,AHND,1,40,I,BS,0
2011,7,2011-07-25,AHND,1,40,O,BS,0
2011,7,2011-07-25,AHND,2,20,I,BS,0
2011,7,2011-07-25,AHND,2,20,O,BS,0
2011,7,2011-07-25,AHND,2,40,I,BS,0
2011,7,2011-07-25,AHND,2,40,O,BS,0
2011,7,2011-07-25,AQUE,3,20,I,BS,25
2011,7,2011-07-25,AQUE,3,20,O,BS,45
2011,7,2011-07-25,AQUE,3,40,I,BS,55
2011,7,2011-07-25,AQUE,3,40,O,BS,30
2011,7,2011-07-25,BULL,1,20,I,BS,0
2011,7,2011-07-25,BULL,1,20,O,BS,0
2011,7,2011-07-25,BULL,1,40,I,BS,0
2011,7,2011-07-25,BULL,1,40,O,BS,0
2011,7,2011-07-25,BULL,3,20,I,BS,0
2011,7,2011-07-25,BULL,3,20,O,BS,0
2011,7,2011-07-25,BULL,3,40,I,BS,0
2011,7,2011-07-25,BULL,3,40,O,BS,0
2011,7,2011-07-25,BULL,6,20,I,BS,0
2011,7,2011-07-25,BULL,6,20,O,BS,0
2011,7,2011-07-25,BULL,6,40,I,BS,0
2011,7,2011-07-25,BULL,6,40,O,BS,0
2011,7,2011-07-26,GOLB,1,20,I,BS,0
2011,7,2011-07-26,GOLB,1,20,O,BS,0
2011,7,2011-07-26,GOLB,1,40,I,BS,0
2011,7,2011-07-26,GOLB,1,40,O,BS,0
2011,7,2011-07-26,GOLB,2,20,I,BS,0
2011,7,2011-07-26,GOLB,2,20,O,BS,0
2011,7,2011-07-26,GOLB,2,40,I,BS,0
2011,7,2011-07-26,GOLB,2,40,O,BS,0
2011,7,2011-07-26,IVEE,1,20,I,BS,0
2011,7,2011-07-26,IVEE,1,20,O,BS,0
2011,7,2011-07-26,IVEE,1,40,I,BS,0
2011,7,2011-07-26,IVEE,1,40,O,BS,0
2011,7,2011-07-26,IVEE,2,20,I,BS,0
2011,7,2011-07-26,IVEE,2,20,O,BS,0
2011,7,2011-07-26,IVEE,2,40,I,BS,0
2011,7,2011-07-26,IVEE,2,40,O,BS,0
2011,7,2011-07-26,SCDI,2,20,I,BS,5
2011,7,2011-07-26,SCDI,2,20,O,BS,5
2011,7,2011-07-26,SCDI,2,40,I,BS,0
2011,7,2011-07-26,SCDI,2,40,O,BS,5
2011,7,2011-07-26,SCDI,3,20,I,BS,5
2011,7,2011-07-26,SCDI,3,20,O,BS,0
2011,7,2011-07-26,SCDI,3,40,I,BS,0
2011,7,2011-07-26,SCDI,3,40,O,BS,0
2011,7,2011-07-27,SCTW,2,20,I,BS,0
2011,7,2011-07-27,SCTW,2,20,O,BS,0
2011,7,2011-07-27,SCTW,2,40,I,BS,0
2011,7,2011-07-27,SCTW,2,40,O,BS,0
2011,7,2011-07-27,SCTW,3,20,I,BS,0
2011,7,2011-07-27,SCTW,3,20,O,BS,0
2011,7,2011-07-27,SCTW,3,40,I,BS,0
2011,7,2011-07-27,SCTW,3,40,O,BS,0
2011,10,2011-10-26,IVEE,3,20,I,BS,0
2011,10,2011-10-26,IVEE,3,20,O,BS,0
2011,10,2011-10-26,IVEE,3,40,I,BS,0
2011,10,2011-10-26,IVEE,3,40,O,BS,0
2011,10,2011-10-27,IVEE,7,20,I,BS,0
2011,10,2011-10-27,IVEE,7,20,O,BS,0
2011,10,2011-10-27,IVEE,7,40,I,BS,0
2011,10,2011-10-27,IVEE,7,40,O,BS,0
2011,10,2011-10-27,IVEE,8,20,I,BS,0
2011,10,2011-10-27,IVEE,8,20,O,BS,0
2011,10,2011-10-27,IVEE,8,40,I,BS,0
2011,10,2011-10-27,IVEE,8,40,O,BS,0
2011,10,2011-10-28,IVEE,5,20,I,BS,0
2011,10,2011-10-28,IVEE,5,20,O,BS,5
2011,10,2011-10-28,IVEE,5,40,I,BS,0
2011,10,2011-10-28,IVEE,5,40,O,BS,5
2011,10,2011-10-28,IVEE,6,20,I,BS,0
2011,10,2011-10-28,IVEE,6,20,O,BS,0
2011,10,2011-10-28,IVEE,6,40,I,BS,0
2011,10,2011-10-28,IVEE,6,40,O,BS,0
2012,7,2012-07-17,ABUR,1,20,I,BS,0
2012,7,2012-07-17,ABUR,1,20,O,BS,0
2012,7,2012-07-17,ABUR,1,40,I,BS,0
2012,7,2012-07-17,ABUR,1,40,O,BS,0
2012,7,2012-07-17,ABUR,2,20,I,BS,0
2012,7,2012-07-17,ABUR,2,20,O,BS,0
2012,7,2012-07-17,ABUR,2,40,I,BS,0
2012,7,2012-07-17,ABUR,2,40,O,BS,0
2012,7,2012-07-17,MOHK,1,20,I,BS,0
2012,7,2012-07-17,MOHK,1,20,O,BS,0
2012,7,2012-07-17,MOHK,1,40,I,BS,0
2012,7,2012-07-17,MOHK,1,40,O,BS,0
2012,7,2012-07-17,MOHK,2,20,I,BS,0
2012,7,2012-07-17,MOHK,2,20,O,BS,0
2012,7,2012-07-17,MOHK,2,40,I,BS,0
2012,7,2012-07-17,MOHK,2,40,O,BS,0
2012,7,2012-07-18,NAPL,1,20,I,BS,0
2012,7,2012-07-18,NAPL,1,20,O,BS,0
2012,7,2012-07-18,NAPL,1,40,I,BS,0
2012,7,2012-07-18,NAPL,1,40,O,BS,0
2012,7,2012-07-18,NAPL,2,20,I,BS,0
2012,7,2012-07-18,NAPL,2,20,O,BS,0
2012,7,2012-07-18,NAPL,2,40,I,BS,0
2012,7,2012-07-18,NAPL,2,40,O,BS,0
2012,7,2012-07-18,NAPL,3,20,I,BS,0
2012,7,2012-07-18,NAPL,3,20,O,BS,0
2012,7,2012-07-18,NAPL,3,40,I,BS,0
2012,7,2012-07-18,NAPL,3,40,O,BS,0
2012,7,2012-07-18,NAPL,4,20,I,BS,5
2012,7,2012-07-18,NAPL,4,20,O,BS,0
2012,7,2012-07-18,NAPL,4,40,I,BS,0
2012,7,2012-07-18,NAPL,4,40,O,BS,0
2012,7,2012-07-18,NAPL,5,20,I,BS,0
2012,7,2012-07-18,NAPL,5,20,O,BS,0
2012,7,2012-07-18,NAPL,5,40,I,BS,0
2012,7,2012-07-18,NAPL,5,40,O,BS,0
2012,7,2012-07-18,NAPL,6,20,I,BS,0
2012,7,2012-07-18,NAPL,6,20,O,BS,0
2012,7,2012-07-18,NAPL,6,40,I,BS,0
2012,7,2012-07-18,NAPL,6,40,O,BS,0
2012,7,2012-07-18,NAPL,7,20,I,BS,0
2012,7,2012-07-18,NAPL,7,20,O,BS,5
2012,7,2012-07-18,NAPL,7,40,I,BS,0
2012,7,2012-07-18,NAPL,7,40,O,BS,0
2012,7,2012-07-18,NAPL,8,20,I,BS,0
2012,7,2012-07-18,NAPL,8,20,O,BS,0
2012,7,2012-07-18,NAPL,8,40,I,BS,0
2012,7,2012-07-18,NAPL,8,40,O,BS,0
2012,7,2012-07-19,GOLB,1,20,I,BS,0
2012,7,2012-07-19,GOLB,1,20,O,BS,0
2012,7,2012-07-19,GOLB,1,40,I,BS,0
2012,7,2012-07-19,GOLB,1,40,O,BS,0
2012,7,2012-07-19,GOLB,2,20,I,BS,0
2012,7,2012-07-19,GOLB,2,20,O,BS,0
2012,7,2012-07-19,GOLB,2,40,I,BS,0
2012,7,2012-07-19,GOLB,2,40,O,BS,0
2012,7,2012-07-19,IVEE,1,20,I,BS,0
2012,7,2012-07-19,IVEE,1,20,O,BS,0
2012,7,2012-07-19,IVEE,1,40,I,BS,0
2012,7,2012-07-19,IVEE,1,40,O,BS,0
2012,7,2012-07-19,IVEE,2,20,I,BS,0
2012,7,2012-07-19,IVEE,2,20,O,BS,0
2012,7,2012-07-19,IVEE,2,40,I,BS,0
2012,7,2012-07-19,IVEE,2,40,O,BS,0
2012,7,2012-07-19,IVEE,3,20,I,BS,0
2012,7,2012-07-19,IVEE,3,20,O,BS,0
2012,7,2012-07-19,IVEE,3,40,I,BS,0
2012,7,2012-07-19,IVEE,3,40,O,BS,0
2012,7,2012-07-19,IVEE,5,20,I,BS,0
2012,7,2012-07-19,IVEE,5,20,O,BS,0
2012,7,2012-07-19,IVEE,5,40,I,BS,0
2012,7,2012-07-19,IVEE,5,40,O,BS,0
2012,7,2012-07-19,IVEE,6,20,I,BS,0
2012,7,2012-07-19,IVEE,6,20,O,BS,0
2012,7,2012-07-19,IVEE,6,40,I,BS,0
2012,7,2012-07-19,IVEE,6,40,O,BS,0
2012,7,2012-07-19,IVEE,7,20,I,BS,0
2012,7,2012-07-19,IVEE,7,20,O,BS,0
2012,7,2012-07-19,IVEE,7,40,I,BS,0
2012,7,2012-07-19,IVEE,7,40,O,BS,0
2012,7,2012-07-19,IVEE,8,20,I,BS,0
2012,7,2012-07-19,IVEE,8,20,O,BS,0
2012,7,2012-07-19,IVEE,8,40,I,BS,0
2012,7,2012-07-19,IVEE,8,40,O,BS,0
2012,7,2012-07-20,CARP,1,20,I,BS,0
2012,7,2012-07-20,CARP,1,20,O,BS,0
2012,7,2012-07-20,CARP,1,40,I,BS,0
2012,7,2012-07-20,CARP,1,40,O,BS,0
2012,7,2012-07-20,CARP,2,20,I,BS,0
2012,7,2012-07-20,CARP,2,20,O,BS,0
2012,7,2012-07-20,CARP,2,40,I,BS,0
2012,7,2012-07-20,CARP,2,40,O,BS,0
2012,7,2012-07-20,CARP,3,20,I,BS,0
2012,7,2012-07-20,CARP,3,20,O,BS,0
2012,7,2012-07-20,CARP,3,40,I,BS,0
2012,7,2012-07-20,CARP,3,40,O,BS,0
2012,7,2012-07-20,CARP,4,20,I,BS,0
2012,7,2012-07-20,CARP,4,20,O,BS,0
2012,7,2012-07-20,CARP,4,40,I,BS,10
2012,7,2012-07-20,CARP,4,40,O,BS,0
2012,7,2012-07-20,CARP,5,20,I,BS,0
2012,7,2012-07-20,CARP,5,20,O,BS,0
2012,7,2012-07-20,CARP,5,40,I,BS,10
2012,7,2012-07-20,CARP,5,40,O,BS,10
2012,7,2012-07-20,CARP,6,20,I,BS,0
2012,7,2012-07-20,CARP,6,20,O,BS,0
2012,7,2012-07-20,CARP,6,40,I,BS,5
2012,7,2012-07-20,CARP,6,40,O,BS,0
2012,7,2012-07-20,CARP,7,20,I,BS,0
2012,7,2012-07-20,CARP,7,20,O,BS,0
2012,7,2012-07-20,CARP,7,40,I,BS,0
2012,7,2012-07-20,CARP,7,40,O,BS,0
2012,7,2012-07-20,CARP,8,20,I,BS,0
2012,7,2012-07-20,CARP,8,20,O,BS,0
2012,7,2012-07-20,CARP,8,40,I,BS,0
2012,7,2012-07-20,CARP,8,40,O,BS,0
2012,7,2012-07-23,SCDI,2,20,I,BS,0
2012,7,2012-07-23,SCDI,2,20,O,BS,5
2012,7,2012-07-23,SCDI,2,40,I,BS,0
2012,7,2012-07-23,SCDI,2,40,O,BS,0
2012,7,2012-07-23,SCDI,3,20,I,BS,0
2012,7,2012-07-23,SCDI,3,20,O,BS,10
2012,7,2012-07-23,SCDI,3,40,I,BS,0
2012,7,2012-07-23,SCDI,3,40,O,BS,0
2012,7,2012-07-23,SCTW,2,20,I,BS,0
2012,7,2012-07-23,SCTW,2,20,O,BS,5
2012,7,2012-07-23,SCTW,2,40,I,BS,0
2012,7,2012-07-23,SCTW,2,40,O,BS,0
2012,7,2012-07-23,SCTW,3,20,I,BS,0
2012,7,2012-07-23,SCTW,3,20,O,BS,0
2012,7,2012-07-23,SCTW,3,40,I,BS,5
2012,7,2012-07-23,SCTW,3,40,O,BS,0
2012,7,2012-07-24,AHND,1,20,I,BS,0
2012,7,2012-07-24,AHND,1,20,O,BS,0
2012,7,2012-07-24,AHND,1,40,I,BS,0
2012,7,2012-07-24,AHND,1,40,O,BS,0
2012,7,2012-07-24,AHND,2,20,I,BS,0
2012,7,2012-07-24,AHND,2,20,O,BS,0
2012,7,2012-07-24,AHND,2,40,I,BS,5
2012,7,2012-07-24,AHND,2,40,O,BS,10
2012,7,2012-07-24,BULL,1,20,I,BS,0
2012,7,2012-07-24,BULL,1,20,O,BS,0
2012,7,2012-07-24,BULL,1,40,I,BS,0
2012,7,2012-07-24,BULL,1,40,O,BS,0
2012,7,2012-07-24,BULL,3,20,I,BS,0
2012,7,2012-07-24,BULL,3,20,O,BS,0
2012,7,2012-07-24,BULL,3,40,I,BS,0
2012,7,2012-07-24,BULL,3,40,O,BS,0
2012,7,2012-07-24,BULL,6,20,I,BS,0
2012,7,2012-07-24,BULL,6,20,O,BS,0
2012,7,2012-07-24,BULL,6,40,I,BS,0
2012,7,2012-07-24,BULL,6,40,O,BS,0
2012,7,2012-07-25,AQUE,1,20,I,BS,0
2012,7,2012-07-25,AQUE,1,20,O,BS,0
2012,7,2012-07-25,AQUE,1,40,I,BS,0
2012,7,2012-07-25,AQUE,1,40,O,BS,0
2012,7,2012-07-25,AQUE,2,20,I,BS,0
2012,7,2012-07-25,AQUE,2,20,O,BS,0
2012,7,2012-07-25,AQUE,2,40,I,BS,0
2012,7,2012-07-25,AQUE,2,40,O,BS,0
2012,7,2012-07-25,AQUE,3,20,I,BS,20
2012,7,2012-07-25,AQUE,3,20,O,BS,5
2012,7,2012-07-25,AQUE,3,40,I,BS,15
2012,7,2012-07-25,AQUE,3,40,O,BS,0
2012,7,2012-07-25,AQUE,4,20,I,BS,0
2012,7,2012-07-25,AQUE,4,20,O,BS,0
2012,7,2012-07-25,AQUE,4,40,I,BS,0
2012,7,2012-07-25,AQUE,4,40,O,BS,0
2012,7,2012-07-25,AQUE,5,20,I,BS,0
2012,7,2012-07-25,AQUE,5,20,O,BS,5
2012,7,2012-07-25,AQUE,5,40,I,BS,0
2012,7,2012-07-25,AQUE,5,40,O,BS,0
2012,7,2012-07-25,AQUE,6,20,I,BS,0
2012,7,2012-07-25,AQUE,6,20,O,BS,0
2012,7,2012-07-25,AQUE,6,40,I,BS,0
2012,7,2012-07-25,AQUE,6,40,O,BS,0
2013,7,2013-07-17,CARP,4,20,I,BS,10
2013,7,2013-07-17,CARP,4,20,O,BS,0
2013,7,2013-07-17,CARP,4,40,I,BS,0
2013,7,2013-07-17,CARP,4,40,O,BS,10
2013,7,2013-07-17,CARP,7,20,I,BS,0
2013,7,2013-07-17,CARP,7,20,O,BS,0
2013,7,2013-07-17,CARP,7,40,I,BS,0
2013,7,2013-07-17,CARP,7,40,O,BS,0
2013,7,2013-07-22,CARP,1,20,I,BS,0
2013,7,2013-07-22,CARP,1,20,O,BS,0
2013,7,2013-07-22,CARP,1,40,I,BS,0
2013,7,2013-07-22,CARP,1,40,O,BS,0
2013,7,2013-07-22,CARP,2,20,I,BS,0
2013,7,2013-07-22,CARP,2,20,O,BS,0
2013,7,2013-07-22,CARP,2,40,I,BS,0
2013,7,2013-07-22,CARP,2,40,O,BS,0
2013,7,2013-07-22,CARP,3,20,I,BS,0
2013,7,2013-07-22,CARP,3,20,O,BS,10
2013,7,2013-07-22,CARP,3,40,I,BS,0
2013,7,2013-07-22,CARP,3,40,O,BS,0
2013,7,2013-07-22,CARP,5,20,I,BS,0
2013,7,2013-07-22,CARP,5,20,O,BS,25
2013,7,2013-07-22,CARP,5,40,I,BS,10
2013,7,2013-07-22,CARP,5,40,O,BS,15
2013,7,2013-07-22,CARP,6,20,I,BS,0
2013,7,2013-07-22,CARP,6,20,O,BS,0
2013,7,2013-07-22,CARP,6,40,I,BS,10
2013,7,2013-07-22,CARP,6,40,O,BS,0
2013,7,2013-07-22,CARP,8,20,I,BS,0
2013,7,2013-07-22,CARP,8,20,O,BS,5
2013,7,2013-07-22,CARP,8,40,I,BS,0
2013,7,2013-07-22,CARP,8,40,O,BS,0
2013,7,2013-07-23,ABUR,1,20,I,BS,0
2013,7,2013-07-23,ABUR,1,20,O,BS,0
2013,7,2013-07-23,ABUR,1,40,I,BS,0
2013,7,2013-07-23,ABUR,1,40,O,BS,0
2013,7,2013-07-23,ABUR,2,20,I,BS,0
2013,7,2013-07-23,ABUR,2,20,O,BS,0
2013,7,2013-07-23,ABUR,2,40,I,BS,0
2013,7,2013-07-23,ABUR,2,40,O,BS,0
2013,7,2013-07-23,MOHK,1,20,I,BS,0
2013,7,2013-07-23,MOHK,1,20,O,BS,0
2013,7,2013-07-23,MOHK,1,40,I,BS,0
2013,7,2013-07-23,MOHK,1,40,O,BS,0
2013,7,2013-07-23,MOHK,2,20,I,BS,0
2013,7,2013-07-23,MOHK,2,20,O,BS,0
2013,7,2013-07-23,MOHK,2,40,I,BS,0
2013,7,2013-07-23,MOHK,2,40,O,BS,0
2013,7,2013-07-24,GOLB,1,20,I,BS,0
2013,7,2013-07-24,GOLB,1,20,O,BS,0
2013,7,2013-07-24,GOLB,1,40,I,BS,0
2013,7,2013-07-24,GOLB,1,40,O,BS,0
2013,7,2013-07-24,GOLB,2,20,I,BS,0
2013,7,2013-07-24,GOLB,2,20,O,BS,0
2013,7,2013-07-24,GOLB,2,40,I,BS,0
2013,7,2013-07-24,GOLB,2,40,O,BS,0
2013,7,2013-07-24,IVEE,1,20,I,BS,0
2013,7,2013-07-24,IVEE,1,20,O,BS,0
2013,7,2013-07-24,IVEE,1,40,I,BS,0
2013,7,2013-07-24,IVEE,1,40,O,BS,0
2013,7,2013-07-24,IVEE,2,20,I,BS,0
2013,7,2013-07-24,IVEE,2,20,O,BS,0
2013,7,2013-07-24,IVEE,2,40,I,BS,0
2013,7,2013-07-24,IVEE,2,40,O,BS,0
2013,7,2013-07-24,IVEE,3,20,I,BS,0
2013,7,2013-07-24,IVEE,3,20,O,BS,0
2013,7,2013-07-24,IVEE,3,40,I,BS,0
2013,7,2013-07-24,IVEE,3,40,O,BS,0
2013,7,2013-07-24,IVEE,5,20,I,BS,0
2013,7,2013-07-24,IVEE,5,20,O,BS,0
2013,7,2013-07-24,IVEE,5,40,I,BS,5
2013,7,2013-07-24,IVEE,5,40,O,BS,0
2013,7,2013-07-24,IVEE,6,20,I,BS,0
2013,7,2013-07-24,IVEE,6,20,O,BS,0
2013,7,2013-07-24,IVEE,6,40,I,BS,5
2013,7,2013-07-24,IVEE,6,40,O,BS,0
2013,7,2013-07-24,IVEE,7,20,I,BS,0
2013,7,2013-07-24,IVEE,7,20,O,BS,0
2013,7,2013-07-24,IVEE,7,40,I,BS,0
2013,7,2013-07-24,IVEE,7,40,O,BS,0
2013,7,2013-07-24,IVEE,8,20,I,BS,0
2013,7,2013-07-24,IVEE,8,20,O,BS,0
2013,7,2013-07-24,IVEE,8,40,I,BS,0
2013,7,2013-07-24,IVEE,8,40,O,BS,0
2013,7,2013-07-25,AQUE,1,20,I,BS,0
2013,7,2013-07-25,AQUE,1,20,O,BS,0
2013,7,2013-07-25,AQUE,1,40,I,BS,0
2013,7,2013-07-25,AQUE,1,40,O,BS,0
2013,7,2013-07-25,AQUE,2,20,I,BS,0
2013,7,2013-07-25,AQUE,2,20,O,BS,5
2013,7,2013-07-25,AQUE,2,40,I,BS,0
2013,7,2013-07-25,AQUE,2,40,O,BS,0
2013,7,2013-07-25,AQUE,3,20,I,BS,10
2013,7,2013-07-25,AQUE,3,20,O,BS,15
2013,7,2013-07-25,AQUE,3,40,I,BS,10
2013,7,2013-07-25,AQUE,3,40,O,BS,5
2013,7,2013-07-25,AQUE,4,20,I,BS,0
2013,7,2013-07-25,AQUE,4,20,O,BS,5
2013,7,2013-07-25,AQUE,4,40,I,BS,10
2013,7,2013-07-25,AQUE,4,40,O,BS,0
2013,7,2013-07-25,AQUE,5,20,I,BS,10
2013,7,2013-07-25,AQUE,5,20,O,BS,0
2013,7,2013-07-25,AQUE,5,40,I,BS,0
2013,7,2013-07-25,AQUE,5,40,O,BS,0
2013,7,2013-07-25,AQUE,6,20,I,BS,0
2013,7,2013-07-25,AQUE,6,20,O,BS,5
2013,7,2013-07-25,AQUE,6,40,I,BS,0
2013,7,2013-07-25,AQUE,6,40,O,BS,0
2013,7,2013-07-26,NAPL,5,20,I,BS,0
2013,7,2013-07-26,NAPL,5,20,O,BS,0
2013,7,2013-07-26,NAPL,5,40,I,BS,0
2013,7,2013-07-26,NAPL,5,40,O,BS,0
2013,7,2013-07-26,NAPL,6,20,I,BS,0
2013,7,2013-07-26,NAPL,6,20,O,BS,0
2013,7,2013-07-26,NAPL,6,40,I,BS,0
2013,7,2013-07-26,NAPL,6,40,O,BS,0
2013,7,2013-07-26,NAPL,7,20,I,BS,0
2013,7,2013-07-26,NAPL,7,20,O,BS,0
2013,7,2013-07-26,NAPL,7,40,I,BS,0
2013,7,2013-07-26,NAPL,7,40,O,BS,0
2013,7,2013-07-26,NAPL,8,20,I,BS,0
2013,7,2013-07-26,NAPL,8,20,O,BS,0
2013,7,2013-07-26,NAPL,8,40,I,BS,0
2013,7,2013-07-26,NAPL,8,40,O,BS,0
2013,7,2013-07-29,SCDI,2,20,I,BS,0
2013,7,2013-07-29,SCDI,2,20,O,BS,0
2013,7,2013-07-29,SCDI,2,40,I,BS,0
2013,7,2013-07-29,SCDI,2,40,O,BS,0
2013,7,2013-07-29,SCDI,3,20,I,BS,0
2013,7,2013-07-29,SCDI,3,20,O,BS,0
2013,7,2013-07-29,SCDI,3,40,I,BS,0
2013,7,2013-07-29,SCDI,3,40,O,BS,0
2013,7,2013-07-29,SCTW,2,20,I,BS,0
2013,7,2013-07-29,SCTW,2,20,O,BS,0
2013,7,2013-07-29,SCTW,2,40,I,BS,5
2013,7,2013-07-29,SCTW,2,40,O,BS,5
2013,7,2013-07-29,SCTW,3,20,I,BS,10
2013,7,2013-07-29,SCTW,3,20,O,BS,0
2013,7,2013-07-29,SCTW,3,40,I,BS,10
2013,7,2013-07-29,SCTW,3,40,O,BS,25
2013,7,2013-07-30,AHND,1,20,I,BS,0
2013,7,2013-07-30,AHND,1,20,O,BS,0
