"year","month","site","transect","sp_code","percent_cover","density","dry_gm2","scientific_name","common_name","group","mobility","growth_morph","coarse_grouping","id","patch"
2018,7,"AQUE",1,"PAIN",NA,0,0,"Panulirus interruptus","California Spiny Lobster","INVERT","MOBILE","SOLITARY","MOBILE INVERT","AQUE1","210"
2018,7,"AQUE",1,"PAPA",NA,0,0,"Apostichopus parvimensis","Warty Sea Cucumber","INVERT","MOBILE","SOLITARY","MOBILE INVERT","AQUE1","210"
2018,7,"AQUE",1,"PAST",NA,0,0,"Paracyathus stearnsi","Brown Cup Coral","INVERT","SESSILE","SOLITARY","SESSILE INVERT","AQUE1","210"
2018,7,"AQUE",1,"PBL",NA,0,0,"Pisaster brevispinus","Short Spined Sea Star","INVERT","MOBILE","SOLITARY","MOBILE INVERT","AQUE1","210"
2018,7,"AQUE",1,"PCAL",NA,0,0,"Paralichthys californicus","California Halibut","FISH","MOBILE","SOLITARY","FISH","AQUE1","210"
2018,7,"AQUE",1,"PCLA",NA,0,0,"Paralabrax clathratus","Kelp Bass","FISH","MOBILE","SOLITARY","FISH","AQUE1","210"
2018,7,"AQUE",1,"PFUR",NA,0,0,"Phanerodon furcatus","White Surfperch","FISH","MOBILE","SOLITARY","FISH","AQUE1","210"
2018,7,"AQUE",1,"PGL",NA,0.0125,0.176973263834367,"Pisaster giganteus","Giant Spined Sea Star","INVERT","MOBILE","SOLITARY","MOBILE INVERT","AQUE1","210"
2018,7,"AQUE",1,"PHL",NA,0,0,"Pycnopodia helianthoides","Sunflower Sea Star","INVERT","MOBILE","SOLITARY","MOBILE INVERT","AQUE1","210"
2018,7,"AQUE",1,"PHOR",0,NA,0,"Phoronida","Phoronid","INVERT","SESSILE","AGGREGATED","SESSILE INVERT","AQUE1","210"
2018,7,"AQUE",1,"PHSE",0,NA,0,"Phycodrys setchellii",NA,"ALGAE","SESSILE","SOLITARY","UNDERSTORY ALGAE","AQUE1","210"
2018,7,"AQUE",1,"PHSP",1.25,NA,0.05973702,"Phyllactis","Sand Anemone","INVERT","SESSILE","AGGREGATED","SESSILE INVERT","AQUE1","210"
2018,7,"AQUE",1,"PHTO",0,NA,0,"Phyllospadix torreyi","Surfgrass","ALGAE","SESSILE","AGGREGATED","UNDERSTORY ALGAE","AQUE1","210"
2018,7,"AQUE",1,"PIEL",0,NA,0,"Pista elongata",NA,"INVERT","SESSILE","SOLITARY","SESSILE INVERT","AQUE1","210"
2018,7,"AQUE",1,"PL",0,NA,0,"Prionitis lanceolata",NA,"ALGAE","SESSILE","SOLITARY","UNDERSTORY ALGAE","AQUE1","210"
2018,7,"AQUE",1,"PLAB",0,NA,0,"Phidolopora labiata","Lattice-Work Bryozoan","INVERT","SESSILE","AGGREGATED","SESSILE INVERT","AQUE1","210"
2018,7,"AQUE",1,"PLUM",0,NA,0,"Plumularia","Hydroid","INVERT","SESSILE","AGGREGATED","SESSILE INVERT","AQUE1","210"
2018,7,"AQUE",1,"PNEB",NA,0,0,"Paralabrax nebulifer","Barred Sandbass","FISH","MOBILE","SOLITARY","FISH","AQUE1","210"
2018,7,"AQUE",1,"POL",NA,0,0,"Pisaster ochraceus","Ochre sea star","INVERT","MOBILE","SOLITARY","MOBILE INVERT","AQUE1","210"
2018,7,"AQUE",1,"POLA",0,NA,0,"Polyneura latissima",NA,"ALGAE","SESSILE","AGGREGATED","UNDERSTORY ALGAE","AQUE1","210"
2018,7,"AQUE",1,"PONO",NA,0,0,"Porichthys notatus","Plainfin Midshipman","FISH","MOBILE","SOLITARY","FISH","AQUE1","210"
2018,7,"AQUE",1,"POPL",NA,0,0,"Polyclinum planum","Elephant Ear Tunicate","INVERT","SESSILE","SOLITARY","SESSILE INVERT","AQUE1","210"
2018,7,"AQUE",1,"PRSP",0,NA,0,"Prionitis linearis",NA,"ALGAE","SESSILE","SOLITARY","UNDERSTORY ALGAE","AQUE1","210"
2018,7,"AQUE",1,"PRUB",NA,0,0,"Pachythyone rubra",NA,"INVERT","SESSILE","SOLITARY","SESSILE INVERT","AQUE1","210"
2018,7,"AQUE",1,"PTCA",NA,0.291666666666667,2.01625,"Pterygophora californica","Palm Kelp","ALGAE","SESSILE","SOLITARY","UNDERSTORY ALGAE","AQUE1","210"
2018,7,"AQUE",1,"PTTR",NA,0,0,"Pteropurpura trialata","Three-Winged Murex","INVERT","MOBILE","SOLITARY","MOBILE INVERT","AQUE1","210"
2018,7,"AQUE",1,"PUPR",NA,0,0,"Pugettia producta","Kelp Crab","INVERT","MOBILE","SOLITARY","MOBILE INVERT","AQUE1","210"
2018,7,"AQUE",1,"PYST",0,NA,0,"Pycnoclavella stanleyi","Yellow Social Turnicate","INVERT","SESSILE","AGGREGATED","SESSILE INVERT","AQUE1","210"
2018,7,"AQUE",1,"R",0,NA,0,"Rhodymenia californica",NA,"ALGAE","SESSILE","AGGREGATED","UNDERSTORY ALGAE","AQUE1","210"
2018,7,"AQUE",1,"RAT",0,NA,0,"Rhodophyta","Red algal turf","ALGAE","SESSILE","AGGREGATED","UNDERSTORY ALGAE","AQUE1","210"
2018,7,"AQUE",1,"RPRO",NA,0,0,"Pseudobatos productus","Shovelnose Guitarfish","FISH","MOBILE","SOLITARY","FISH","AQUE1","210"
2018,7,"AQUE",1,"RTOX",NA,0,0,"Rhacochilus toxotes","Rubberlip Surfperch","FISH","MOBILE","SOLITARY","FISH","AQUE1","210"
2018,7,"AQUE",1,"SABW",0,NA,0,"Sabellidae","Sabellid Wom","INVERT","SESSILE","SOLITARY","SESSILE INVERT","AQUE1","210"
2018,7,"AQUE",1,"SAFU",0,NA,0,"Sarcodiotheca furcata",NA,"ALGAE","SESSILE","AGGREGATED","UNDERSTORY ALGAE","AQUE1","210"
2018,7,"AQUE",1,"SAHO",NA,0,0,"Sargassum horneri",NA,"ALGAE","SESSILE","SOLITARY","UNDERSTORY ALGAE","AQUE1","210"
2018,7,"AQUE",1,"SAMU",NA,0,0,"Sargassum muticum","Wire-weed","ALGAE","SESSILE","SOLITARY","UNDERSTORY ALGAE","AQUE1","210"
2018,7,"AQUE",1,"SATR",NA,0,0,"Sebastes atrovirens","Kelp Rockfish","FISH","MOBILE","SOLITARY","FISH","AQUE1","210"
2018,7,"AQUE",1,"SAUR",NA,0,0,"Sebastes auriculatus","Brown Rockfish","FISH","MOBILE","SOLITARY","FISH","AQUE1","210"
2018,7,"AQUE",1,"SC",0,NA,0,"Spheciospongia confoederata","Grey Moon Sponge","INVERT","SESSILE","AGGREGATED","SESSILE INVERT","AQUE1","210"
2018,7,"AQUE",1,"SCAL",NA,0,0,"Squatina californica","Pacific Angel Shark","FISH","MOBILE","SOLITARY","FISH","AQUE1","210"
2018,7,"AQUE",1,"SCAR",NA,0,0,"Sebastes carnatus","Gopher Rockfish","FISH","MOBILE","SOLITARY","FISH","AQUE1","210"
2018,7,"AQUE",1,"SCAU",NA,0,0,"Sebastes caurinus","Copper Rockfish","FISH","MOBILE","SOLITARY","FISH","AQUE1","210"
2018,7,"AQUE",1,"SCCA",0,NA,0,"Scinaia confusa",NA,"ALGAE","SESSILE","AGGREGATED","UNDERSTORY ALGAE","AQUE1","210"
2018,7,"AQUE",1,"SCHR",NA,0,0,"Sebastes chrysomelas","Black and Yellow Rockfish","FISH","MOBILE","SOLITARY","FISH","AQUE1","210"
2018,7,"AQUE",1,"SCSP",NA,0,0,"Sebastes","Young of Year Rockfish","FISH","MOBILE","SOLITARY","FISH","AQUE1","210"
2018,7,"AQUE",1,"SE",0,NA,0,"Thylacodes squamigerus","Scaled Worm Snail","INVERT","SESSILE","SOLITARY","SESSILE INVERT","AQUE1","210"
2018,7,"AQUE",1,"SELO",0,NA,0,"Scytosiphon lomentaria",NA,"ALGAE","SESSILE","AGGREGATED","UNDERSTORY ALGAE","AQUE1","210"
2018,7,"AQUE",1,"SFL",NA,0,0,"Mesocentrotus franciscanus","Red Urchin","INVERT","MOBILE","SOLITARY","MOBILE INVERT","AQUE1","210"
2018,7,"AQUE",1,"SFLA",NA,0,0,"Sebastes flavidus","Yellowtail Rockfish","FISH","MOBILE","SOLITARY","FISH","AQUE1","210"
2018,7,"AQUE",1,"SGIG",NA,0,0,"Stereolepis gigas","Giant Sea Bass","FISH","MOBILE","SOLITARY","FISH","AQUE1","210"
2018,7,"AQUE",1,"SGUT",NA,0,0,"Scorpaena guttata","California Scorpionfish","FISH","MOBILE","SOLITARY","FISH","AQUE1","210"
2018,7,"AQUE",1,"SKE",NA,0,0,"Kelletia kelletii","Kellet's Welk","INVERT","MOBILE","SOLITARY","MOBILE INVERT","AQUE1","210"
2018,7,"AQUE",1,"SMAR",NA,0,0,"Scorpaenichthys marmoratus","Cabezon","FISH","MOBILE","SOLITARY","FISH","AQUE1","210"
2018,7,"AQUE",1,"SMIN",NA,0,0,"Sebastes miniatus","Vermilion Rockfish","FISH","MOBILE","SOLITARY","FISH","AQUE1","210"
2018,7,"AQUE",1,"SMYS",NA,0,0,"Sebastes mystinus","Blue Rockfish","FISH","MOBILE","SOLITARY","FISH","AQUE1","210"
2018,7,"AQUE",1,"SPAR",NA,0,0,"Sphyraena argentea","Pacific Barracuda","FISH","MOBILE","SOLITARY","FISH","AQUE1","210"
2018,7,"AQUE",1,"SPAU",NA,0,0,"Sebastes paucispinis","Boccacio","FISH","MOBILE","SOLITARY","FISH","AQUE1","210"
2018,7,"AQUE",1,"SPL",NA,1.5,35.0387852241614,"Strongylocentrotus purpuratus","Purple Urchin","INVERT","MOBILE","SOLITARY","MOBILE INVERT","AQUE1","210"
2018,7,"AQUE",1,"SPUL",NA,0,0,"Semicossyphus pulcher","California Sheephead","FISH","MOBILE","SOLITARY","FISH","AQUE1","210"
2018,7,"AQUE",1,"SRAS",NA,0,0,"Sebastes rastrelliger","Grass Rockfish","FISH","MOBILE","SOLITARY","FISH","AQUE1","210"
2018,7,"AQUE",1,"SSER",NA,0,0,"Sebastes serranoides","Olive Rockfish","FISH","MOBILE","SOLITARY","FISH","AQUE1","210"
2018,7,"AQUE",1,"ST",0,NA,0,"Salmacina tribranchiata","Fragile Tube Worm","INVERT","SESSILE","AGGREGATED","SESSILE INVERT","AQUE1","210"
2018,7,"AQUE",1,"STIN",0,NA,0,"Stenogramma californica",NA,"ALGAE","SESSILE","SOLITARY","UNDERSTORY ALGAE","AQUE1","210"
2018,7,"AQUE",1,"STMO",NA,0,0,"Styela montereyensis","Stalked Tunicate","INVERT","SESSILE","SOLITARY","SESSILE INVERT","AQUE1","210"
2018,7,"AQUE",1,"STRE",NA,0,0,"Sebastes serriceps","Treefish","FISH","MOBILE","SOLITARY","FISH","AQUE1","210"
2018,7,"AQUE",1,"SYNG",NA,0,0,"Syngnathus","Unidentified Pipefish Spp.","FISH","MOBILE","SOLITARY","FISH","AQUE1","210"
2018,7,"AQUE",1,"TALE",0,NA,0,"Taonia lennebackerae",NA,"ALGAE","SESSILE","AGGREGATED","UNDERSTORY ALGAE","AQUE1","210"
2018,7,"AQUE",1,"TC",0,NA,0,"Thalamoporella californica",NA,"INVERT","SESSILE","AGGREGATED","SESSILE INVERT","AQUE1","210"
2018,7,"AQUE",1,"TEAU",NA,0,0,"Tethya aurantium","Orange Puffball Sponge","INVERT","SESSILE","SOLITARY","SESSILE INVERT","AQUE1","210"
2018,7,"AQUE",1,"TESP",NA,0,0,"Tegula","Black Turbin Snail","INVERT","MOBILE","SOLITARY","MOBILE INVERT","AQUE1","210"
2018,7,"AQUE",1,"TSEM",NA,0,0,"Triakis semifasciata","Leopard Shark","FISH","MOBILE","SOLITARY","FISH","AQUE1","210"
2018,7,"AQUE",1,"UAB",0,NA,0,"Bryozoa","Unidentified Arborescent Bryozoan","INVERT","SESSILE","AGGREGATED","SESSILE INVERT","AQUE1","210"
2018,7,"AQUE",1,"UBB",0,NA,0,"Phaeophyceae","Unidentified brown blade","ALGAE","SESSILE","SOLITARY","UNDERSTORY ALGAE","AQUE1","210"
2018,7,"AQUE",1,"UEC",0,NA,0,"Rhodophyta","Unidentified erect coralline","ALGAE","SESSILE","AGGREGATED","UNDERSTORY ALGAE","AQUE1","210"
2018,7,"AQUE",1,"UIH",0,NA,0,"Hydroidolina","Unidentified hydroid","INVERT","SESSILE","AGGREGATED","SESSILE INVERT","AQUE1","210"
2018,7,"AQUE",1,"UM",0,NA,0,"Arthropoda","Unidentifiable tube mat","INVERT","SESSILE","AGGREGATED","SESSILE INVERT","AQUE1","210"
2018,7,"AQUE",1,"UNAN",0,NA,0,"Anthozoa","Unidentified anemone","INVERT","SESSILE","SOLITARY","SESSILE INVERT","AQUE1","210"
2018,7,"AQUE",1,"URLO",NA,0,0,"Urticina eques","Whit-Spotted Rose Anemone","INVERT","SESSILE","SOLITARY","SESSILE INVERT","AQUE1","210"
2018,7,"AQUE",1,"URPI",NA,0,0,"Urticina piscivora","Fish Eating Anemone","INVERT","SESSILE","SOLITARY","SESSILE INVERT","AQUE1","210"
2018,7,"AQUE",1,"UT",2.5,NA,0.62435419,"Chordata","Unidentified compound tunicate","INVERT","SESSILE","AGGREGATED","SESSILE INVERT","AQUE1","210"
2018,7,"AQUE",1,"UV",1.25,NA,1.35,"Ulva","Sea Lettuce","ALGAE","SESSILE","SOLITARY","UNDERSTORY ALGAE","AQUE1","210"
2018,7,"AQUE",1,"WASP",0,NA,0,"Watersipora subatra",NA,"INVERT","SESSILE","AGGREGATED","SESSILE INVERT","AQUE1","210"
2018,7,"AQUE",1,"XCAL",NA,0,0,"Haemulon californiensis","Salema","FISH","MOBILE","SOLITARY","FISH","AQUE1","210"
2018,7,"AQUE",1,"ZOMA",0,NA,0,"Zostera marina","Eel Grass","ALGAE","SESSILE","AGGREGATED","UNDERSTORY ALGAE","AQUE1","210"
2018,7,"AQUE",2,"AB",0,NA,0,"Abietinaria","Coarse Sea Fir Hydroid","INVERT","SESSILE","AGGREGATED","SESSILE INVERT","AQUE2","210"
2018,7,"AQUE",2,"AHOL",NA,0,0,"Alloclinus holderi","Island Kelpfish","FISH","MOBILE","SOLITARY","FISH","AQUE2","210"
2018,7,"AQUE",2,"AL",1.25,NA,0.0368765475,"Astrangia haimei","Aggregating cup Coral","INVERT","SESSILE","AGGREGATED","SESSILE INVERT","AQUE2","210"
2018,7,"AQUE",2,"AML",NA,0,0,"Patiria miniata","Bat Star","INVERT","MOBILE","SOLITARY","MOBILE INVERT","AQUE2","210"
2018,7,"AQUE",2,"AMZO",0,NA,0,"Amphiroa beauvoisii",NA,"ALGAE","SESSILE","AGGREGATED","UNDERSTORY ALGAE","AQUE2","210"
2018,7,"AQUE",2,"ANDA",NA,0,0,"Anisotremus davidsonii","Sargo","FISH","MOBILE","SOLITARY","FISH","AQUE2","210"
2018,7,"AQUE",2,"ANSP",NA,0.333333333333333,0.879050210682189,"Anthopleura","Aggregating anemone","INVERT","SESSILE","AGGREGATED","SESSILE INVERT","AQUE2","210"
2018,7,"AQUE",2,"APCA",NA,0,0,"Aplysia californica","California Brown Sea Hare","INVERT","MOBILE","SOLITARY","MOBILE INVERT","AQUE2","210"
2018,7,"AQUE",2,"APVA",NA,0,0,"Aplysia vaccaria","California Black Sea Hare","INVERT","MOBILE","SOLITARY","MOBILE INVERT","AQUE2","210"
2018,7,"AQUE",2,"AR",0,NA,0,"Eudistoma psammion","Sand Turnicate","INVERT","SESSILE","AGGREGATED","SESSILE INVERT","AQUE2","210"
2018,7,"AQUE",2,"ARUD",0,NA,0,"Discophyton rudyi","Octocoral","INVERT","SESSILE","SOLITARY","SESSILE INVERT","AQUE2","210"
2018,7,"AQUE",2,"AS",0,NA,0,"Aglaophenia","Ostrich-Plume Hydroid","INVERT","SESSILE","AGGREGATED","SESSILE INVERT","AQUE2","210"
2018,7,"AQUE",2,"ATM",0,NA,0,"Amphipoda","Amphipod tube mat","INVERT","SESSILE","AGGREGATED","SESSILE INVERT","AQUE2","210"
2018,7,"AQUE",2,"AU",1.25,NA,0.875,"Acrosorium ciliolatum",NA,"ALGAE","SESSILE","AGGREGATED","UNDERSTORY ALGAE","AQUE2","210"
2018,7,"AQUE",2,"AUFL",NA,0,0,"Aulorhynchus flavidus","Tube-Snout","FISH","MOBILE","SOLITARY","FISH","AQUE2","210"
2018,7,"AQUE",2,"BA",0,NA,0,"Megabalanus californicus","Barnacles","INVERT","SESSILE","AGGREGATED","SESSILE INVERT","AQUE2","210"
2018,7,"AQUE",2,"BAEL",NA,0,0,"Balanophyllia elegans","Orange Cup Coral","INVERT","SESSILE","AGGREGATED","SESSILE INVERT","AQUE2","210"
2018,7,"AQUE",2,"BCAL",0,NA,0,"Bugulina californica","Spiral Bryozoan","INVERT","SESSILE","AGGREGATED","SESSILE INVERT","AQUE2","210"
2018,7,"AQUE",2,"BF",0,NA,0,"Cryptopleura ruprechtiana","Grape Tounge","ALGAE","SESSILE","AGGREGATED","UNDERSTORY ALGAE","AQUE2","210"
2018,7,"AQUE",2,"BFRE",NA,0,0,"Brachyistius frenatus","Kelp Surfperch","FISH","MOBILE","SOLITARY","FISH","AQUE2","210"
2018,7,"AQUE",2,"BLD",NA,0,0,"Lessoniaceae","Blade Unidentified kelp juveniles","ALGAE","SESSILE","SOLITARY","UNDERSTORY ALGAE","AQUE2","210"
2018,7,"AQUE",2,"BN",0,NA,0,"Bugula neritina",NA,"INVERT","SESSILE","AGGREGATED","SESSILE INVERT","AQUE2","210"
2018,7,"AQUE",2,"BO",0,NA,0,"Bossiella orbigniana",NA,"ALGAE","SESSILE","AGGREGATED","UNDERSTORY ALGAE","AQUE2","210"
2018,7,"AQUE",2,"BOTH",NA,0,0,"Bothid","Unidentified Flatfish spp.","FISH","MOBILE","SOLITARY","FISH","AQUE2","210"
2018,7,"AQUE",2,"BOW",0,NA,0,"Amathia gracilis",NA,"INVERT","SESSILE","AGGREGATED","SESSILE INVERT","AQUE2","210"
2018,7,"AQUE",2,"BR",0,NA,0,"Rhodophyceae","Blady red","ALGAE","SESSILE","AGGREGATED","UNDERSTORY ALGAE","AQUE2","210"
2018,7,"AQUE",2,"BRA",0,NA,0,"Rhodophyceae","Branching Red Algae","ALGAE","SESSILE","AGGREGATED","UNDERSTORY ALGAE","AQUE2","210"
2018,7,"AQUE",2,"BRAY",NA,0,0,"Myliobatis californica","Bat Ray","FISH","MOBILE","SOLITARY","FISH","AQUE2","210"
2018,7,"AQUE",2,"BRSP",0,NA,0,"Barentsia",NA,"INVERT","SESSILE","AGGREGATED","SESSILE INVERT","AQUE2","210"
2018,7,"AQUE",2,"CAGG",NA,0,0,"Cymatogaster aggregata","Shiner Surfperch","FISH","MOBILE","SOLITARY","FISH","AQUE2","210"
2018,7,"AQUE",2,"CAL",0,NA,0,"Calliarthron cheilosporioid",NA,"ALGAE","SESSILE","AGGREGATED","UNDERSTORY ALGAE","AQUE2","210"
2018,7,"AQUE",2,"CAPR",NA,0,0,"Caulolatilus princeps","Ocean Whitefish","FISH","MOBILE","SOLITARY","FISH","AQUE2","210"
2018,7,"AQUE",2,"CASP",NA,0,0,"Cancer","Cancer Crab","INVERT","MOBILE","SOLITARY","MOBILE INVERT","AQUE2","210"
2018,7,"AQUE",2,"CC",0,NA,0,"Chondracanthus ",NA,"ALGAE","SESSILE","SOLITARY","UNDERSTORY ALGAE","AQUE2","210"
2018,7,"AQUE",2,"CECO",NA,0,0,"Centrostephanus coronatus","Crowned Sea Urchin","INVERT","MOBILE","SOLITARY","MOBILE INVERT","AQUE2","210"
2018,7,"AQUE",2,"CESP",0,NA,0,"Cellaria",NA,"INVERT","SESSILE","AGGREGATED","SESSILE INVERT","AQUE2","210"
2018,7,"AQUE",2,"CF",0,NA,0,"Callophyllis flabellulata",NA,"ALGAE","SESSILE","SOLITARY","UNDERSTORY ALGAE","AQUE2","210"
2018,7,"AQUE",2,"CG",0,NA,0,"Cladophora graminea",NA,"ALGAE","SESSILE","SOLITARY","UNDERSTORY ALGAE","AQUE2","210"
2018,7,"AQUE",2,"CHOV",NA,0.666666666666667,68.0199394882786,"Chaceia ovoidea","Wart-Neck Piddock","INVERT","SESSILE","AGGREGATED","SESSILE INVERT","AQUE2","210"
2018,7,"AQUE",2,"CHPR",0,NA,0,"Chelyosoma productum","Disc-Top Turnicate","INVERT","SESSILE","AGGREGATED","SESSILE INVERT","AQUE2","210"
2018,7,"AQUE",2,"CILU",0,NA,0,"Timarete luxuriosa",NA,"INVERT","SESSILE","SOLITARY","SESSILE INVERT","AQUE2","210"
2018,7,"AQUE",2,"CL",0,NA,0,"Clavelina","Light Bulb Tunicate","INVERT","SESSILE","SOLITARY","SESSILE INVERT","AQUE2","210"
2018,7,"AQUE",2,"CLIN",NA,0,0,"Gibbonsia","Crevice Kelpfish","FISH","MOBILE","SOLITARY","FISH","AQUE2","210"
2018,7,"AQUE",2,"CNIC",NA,0,0,"Rhinogobiops nicholsii","Blackeye Goby","FISH","MOBILE","SOLITARY","FISH","AQUE2","210"
2018,7,"AQUE",2,"CO",6.25,NA,13.3125,"Corallina officinalis","Pink Feather Coralline","ALGAE","SESSILE","SOLITARY","UNDERSTORY ALGAE","AQUE2","210"
2018,7,"AQUE",2,"COCA",NA,3.33333333333333,4.44716325569252,"Californiconus californicus","Califonia Cone Snail","INVERT","MOBILE","AGGREGATED","MOBILE INVERT","AQUE2","210"
2018,7,"AQUE",2,"COF",0,NA,0,"Codium fragile","Dead Man's Fingers","ALGAE","SESSILE","SOLITARY","UNDERSTORY ALGAE","AQUE2","210"
2018,7,"AQUE",2,"COST",0,NA,0,"Celleporina robertsoniae","Orange Byozoan","INVERT","SESSILE","AGGREGATED","SESSILE INVERT","AQUE2","210"
2018,7,"AQUE",2,"COTT",NA,0,0,"Cottidae","Unidentified Sculpin Spp","FISH","MOBILE","SOLITARY","FISH","AQUE2","210"
2018,7,"AQUE",2,"CP",0,NA,0,"Colpomenia",NA,"ALGAE","SESSILE","SOLITARY","UNDERSTORY ALGAE","AQUE2","210"
2018,7,"AQUE",2,"CPUN",NA,0,0,"Chromis punctipinnis","Blacksmith","FISH","MOBILE","SOLITARY","FISH","AQUE2","210"
2018,7,"AQUE",2,"CRGI",NA,0,0,"Crassadoma gigantea","Rock Scallop","INVERT","SESSILE","SOLITARY","SESSILE INVERT","AQUE2","210"
2018,7,"AQUE",2,"CROC",0,NA,0,"Crisia occidentalis","White Tuft Bryozoans","INVERT","SESSILE","AGGREGATED","SESSILE INVERT","AQUE2","210"
2018,7,"AQUE",2,"CRYP",0,NA,0,"Cryptopleura",NA,"ALGAE","SESSILE","SOLITARY","UNDERSTORY ALGAE","AQUE2","210"
2018,7,"AQUE",2,"CSTI",NA,0,0,"Citharichthys stigmaeus","Speckled Sanddab","FISH","MOBILE","SOLITARY","FISH","AQUE2","210"
2018,7,"AQUE",2,"CUKE",NA,0,0,"Apostichopus californicus","California Sea Cucumber","INVERT","MOBILE","SOLITARY","MOBILE INVERT","AQUE2","210"
2018,7,"AQUE",2,"CUPI",0,NA,0,"Cucumaria piperata","Salt and Pepper Cucumber","INVERT","SESSILE","SOLITARY","SESSILE INVERT","AQUE2","210"
2018,7,"AQUE",2,"CUSP",NA,0,0,"Cucumaria",NA,"INVERT","SESSILE","SOLITARY","SESSILE INVERT","AQUE2","210"
2018,7,"AQUE",2,"CVEN",NA,0,0,"Cephaloscyllium ventriosum","Swell Shark","FISH","MOBILE","SOLITARY","FISH","AQUE2","210"
2018,7,"AQUE",2,"CY",0,NA,0,"Corynactis californica","Club-Tipped Anemone","INVERT","SESSILE","AGGREGATED","SESSILE INVERT","AQUE2","210"
2018,7,"AQUE",2,"CYOS",NA,NA,20.9375,"Stephanocystis osmundacea",NA,"ALGAE","SESSILE","SOLITARY","UNDERSTORY ALGAE","AQUE2","210"
2018,7,"AQUE",2,"CYSP",NA,0,0,"Neobernaya spadicea","Chestnut Cowry","INVERT","MOBILE","SOLITARY","MOBILE INVERT","AQUE2","210"
2018,7,"AQUE",2,"CZ",0,NA,0,"Chondracanthus spinosus",NA,"ALGAE","SESSILE","SOLITARY","UNDERSTORY ALGAE","AQUE2","210"
2018,7,"AQUE",2,"DC",0,NA,0,"Diaperoforma californica","Southern Staghorn Bryozoan","INVERT","SESSILE","AGGREGATED","SESSILE INVERT","AQUE2","210"
2018,7,"AQUE",2,"DIL",NA,0,0,"Dermasterias imbricata","Leather Star","INVERT","MOBILE","SOLITARY","MOBILE INVERT","AQUE2","210"
2018,7,"AQUE",2,"DIOR",NA,16.8333333333333,0.913440380833333,"Diopatra ornata","Ornate Tube Worm","INVERT","SESSILE","SOLITARY","SESSILE INVERT","AQUE2","210"
2018,7,"AQUE",2,"DL",0,NA,0,"Desmarestia ligulata","Acid Weed","ALGAE","SESSILE","SOLITARY","UNDERSTORY ALGAE","AQUE2","210"
2018,7,"AQUE",2,"DOFE",0,NA,0,"Dodecaceria fewkesi","Colonial Tube Worm","INVERT","SESSILE","SOLITARY","SESSILE INVERT","AQUE2","210"
2018,7,"AQUE",2,"DP",0,NA,0,"Dictyota",NA,"ALGAE","SESSILE","SOLITARY","UNDERSTORY ALGAE","AQUE2","210"
2018,7,"AQUE",2,"DU",0,NA,0,"Dictyopteris undulata",NA,"ALGAE","SESSILE","SOLITARY","UNDERSTORY ALGAE","AQUE2","210"
2018,7,"AQUE",2,"DVAC",NA,0,0,"Rhacochilus vacca","Pile Surfperch","FISH","MOBILE","SOLITARY","FISH","AQUE2","210"
2018,7,"AQUE",2,"EA",NA,0,0,"Eisenia arborea","Southern Palm Kelp","ALGAE","SESSILE","SOLITARY","UNDERSTORY ALGAE","AQUE2","210"
2018,7,"AQUE",2,"EC",8.75,NA,2.8875,"Corallinales","Encrusting Coralline","ALGAE","SESSILE","AGGREGATED","UNDERSTORY ALGAE","AQUE2","210"
2018,7,"AQUE",2,"ECB",2.5,NA,0.2058087375,"Bryozoa","Encrusting Bryozoan","INVERT","SESSILE","AGGREGATED","SESSILE INVERT","AQUE2","210"
2018,7,"AQUE",2,"EGME",NA,0,0,"Egregia menziesii","Feather Boa Kelp","ALGAE","SESSILE","SOLITARY","UNDERSTORY ALGAE","AQUE2","210"
2018,7,"AQUE",2,"EJAC",NA,0,0,"Embiotoca jacksoni","Black Surfperch","FISH","MOBILE","SOLITARY","FISH","AQUE2","210"
2018,7,"AQUE",2,"ELAT",NA,0,0,"Embiotoca lateralis","Striped Surfperch","FISH","MOBILE","SOLITARY","FISH","AQUE2","210"
2018,7,"AQUE",2,"EMBI",NA,0,0,"Embiotoca","Unidentified Surfperch Spp.","FISH","MOBILE","SOLITARY","FISH","AQUE2","210"
2018,7,"AQUE",2,"ER",0,NA,0,"Rhodophyta","Encrusting red algae","ALGAE","SESSILE","SOLITARY","UNDERSTORY ALGAE","AQUE2","210"
2018,7,"AQUE",2,"ES",0,NA,0,"Demospongiae","Encrusting sponge","INVERT","SESSILE","AGGREGATED","SESSILE INVERT","AQUE2","210"
2018,7,"AQUE",2,"EUCL",0,NA,0,"Euherdmania claviformis","Tunic-Band Compound Turnicate","INVERT","SESSILE","AGGREGATED","SESSILE INVERT","AQUE2","210"
2018,7,"AQUE",2,"EUPO",NA,0,0,"Eudistylia polymorpha","Feather Duster Worm","INVERT","SESSILE","SOLITARY","SESSILE INVERT","AQUE2","210"
2018,7,"AQUE",2,"EUQU",NA,0,0,"Eupentacta quinquesemita","White Sea Cucumber","INVERT","SESSILE","SOLITARY","SESSILE INVERT","AQUE2","210"
2018,7,"AQUE",2,"FASP",0,NA,0,"Gloiocladia",NA,"ALGAE","SESSILE","SOLITARY","UNDERSTORY ALGAE","AQUE2","210"
2018,7,"AQUE",2,"FB",0,NA,0,"Ectocarpaceae","Filamentous brown & Diatom Mats","ALGAE","SESSILE","AGGREGATED","UNDERSTORY ALGAE","AQUE2","210"
